Temp,한국어,영어,영어 검수
10045,민에게 얘기해서 내가 한국말로 들을 수 있게 해 줘.,  Tell Min so that I can hear in Korean.,Can I add you too if you text me?
10046,나에게 문자해주면 나도 당신을 추가할 수 있어?,  Can I add you too if you text me?,It's urgent so I would like to get it as soon as possible.
10057,급하게 필요해서 빨리 받아 볼 수 있었으면 합니다.,  I want to get it as soon as possible because I need it soon.,"I think so too, I'm so lucky to meet a nice driver."
10062,그렇게 생각해 나두. 착한 드라이버를 만나서 행운이야.,  I think so too. It is such a fortunate for me to meet a nice driver.,Is it really necessary to learn a second language like this from an early age?
10063,이렇게까지 해서 어릴 때 외국어를 배워야 할 필요가 있을까?,  Should we do this to learn a foreign language from early on?,I don't know what to say but I am really thankful.
10075,어떻게 얘기해야 할지 모르겠지만 너무 고마워요.,  I don't know what to say but I am thankful.,"From seeing how tired you look, I feel sorry for coming to Seoul."
10084,그렇게 피곤해 하는 것을 보니 서울에 오는 것도 미안해진다.,"  Seeing you're being tired, I feel sorry for coming to Seoul","Since I don't know how to use it, could you demonstrate it for me?"
10091,어떻게 사용해야 되는 것인지 잘 모르겠으니 사용법을 알려주세요?,"  Since I don't know how to use it, could you help me?",Thanks for your consideration and hope you have a great time with your family.
10095,그렇게 생각해 주시니 고맙고 가족과 즐거운 시간 보내세요.,  Thanks for thinking like that and have a great time with your family,"Thanks for your consideration, but I still have a long way to go."
10103,그렇게 생각해 주셔서 고맙습니다 하지만. 나는 많이 부족해요.,  Thank you for thinking so but I lack a lot.,My head is already getting cramped from thinking about how to get things started.
10116,어떻게 시작해야 하는지 벌써부터 머리에 쥐가 난다.,  My head already hurts from thinking about how to get things started.,I could see the color of the bacteria through the microscope.
10124,현미경을 통해 박테리아의 색을 관찰할 수 있었다.,  I could see the color of the bacteria through the microscope.,I'm going to marry Kwon Ji Yong after becoming pretty and slim.
10125,예쁘고 날씬해진 다음에는 권지용과 결혼을 할 것입니다.,  After making a nice body I will get married to Kwon Ji Yong,"I don't know how to express this, but buckwheat water tastes really good."
10134,뭐라고 표현해야 할지 잘 모르겠는데 메밀물 맛이 아주 좋습니다.,"  I don't know how to express it, but buckwheat water tastes very good.",Then I'll support your tuition for next year before it exceeds a year.
10136,그리고 다음해 학비는 1년이 되기 전에 지원해 주겠다.,  And I will support your tuition for next year before year 1.,"Compared to that, you have other charms."
10151,그것과 비교해서 너는 다른 매력을 가지고 있다.,"  Compared to that, you have other appeals.","I'll discuss it with my husband, gather up ideas and then contact you."
10152,남편과 상의해 보고 아이디어를 모아서 연락할게요.,  I'll discuss with my husband and gather up ideas and contact you.,Please let him know that I want to talk about his retirement.
10156,퇴직과 관련해서 드릴 말씀이 있다고 전해 주세요.,  Please let him know that I want to talk about his retirement.,Do you have anything comforting to say regarding this situation?
10160,이것과 관련해서 위로가 될 만한 말이 있습니까?,  Do you have any words of comfort related to this situation?,Do you want me to live in your country after marrying you?
10161,당신과 결혼해서 나도 당신의 나라에서 살기를 원합니까?,  Do you want me to live in your country after I am married to you?,"Throughout college, I want to improve my English and learn many things."
10164,대학교를 통해 영어도 잘하고 싶고 많은걸 알아가고 싶습니다.,  I want to study English more and want to know more through university.,"Plus, efforts to resolve them is also one of my strengths."
10174,또 그것을 해소하기 위한 노력 역시 저의 강점입니다.,"  Plus, my strong point is my will in trying to solve them.","You suddenly came to mind when I was feeling blue, so I contacted you."
10183,갑자기 우울해 졌는데 네 생각이 나서 연락했어.,  I was suddenly depressed but I thought of you and contacted you.,It is necessary to provide more details about writing.
10194,글쓰기에 대해서 좀 더 자세히 설명을 할 필요가 있습니다.,  It is necessary to provide more detail when writing.,"Back then, video calls didn't work on cell phones."
10201,그때까지만 해도 핸드폰은 영상통화를 할 수 없었다.,  Cell phones could not make video calls until then.,I like matcha latte since it makes me feel full with a sip of milk added to it.
10202,우유까지 더해져 속을 든든하게 하는 녹차 라떼가 좋아.,  Like a filling green tea latte with milk.,I haven't thought about my dream and I don't have anything I want to do.
10216,내 꿈에 대해 생각이 없고 하고 싶은 게 없다.,  I don't have any thoughts about my dream and I don't have anything I want to do.,But you constantly did not pick up your calls.
10229,그러나 계속해서 당신들이 전화를 받지 않았다.,  But you people constantly did not pick up your calls.,But there wasn't enough time to say everything I prepared.
10230,그러나 준비해 온 것을 다 말하기엔 시간이 부족했습니다.,  But there's not enough time to say everything I prepared.,I'm worried if you might've been offended or hurt by any chance.
10238,혹시나 서운해 하시거나 마음 상하셨을까 봐 염려가 되네요.,  I am worried if you might've gotten hurt or offended by any chance.,The story was similar to Harry Potter but the main character's personality was totally different.
10251,책 내용이 해리 포터와 비슷했지만 주인공 성격이 완전히 달랐다.,  The story was similar to harry potter but the personality of the main character was different,I try to understand you but why don't you try to understand me?
10257,난 너를 이해하는데 왜 넌 날 이해하지 못하니?,  I try to understand you but why don't you try to understand me?,I sometimes listen to other minister's preach on the internet.
10276,인터넷을 통해서 다른 목사님들의 설교를 듣기도 해요.,  I listen to other ministers preach on the internet.,We can make personal ties with people all over the world via the internet.
10281,인터넷을 통해 세계 모든 사람과 인맥을 형성할 수 있다.,  We can make personal connections with people all over the world via the internet.,The pants cost 40 dollars and the belt costs 25 dollars with the discount.
10300,바지는 세일해서 40 불이고 벨트는 25 불입니다.,  The pants are 40 dollars with the discount and the belt is 25 dollars.,There are so many things that we have to newly try.
10315,우리는 시도해 보아야 할 새로운 것이 너무 많습니다.,  There are hundreds of new things that we have to try.,She hardly expresses her feelings.
10320,그녀는 여간해서는 자신의 기분을 표현하지 않거든요.,  She hardly expresses her feelings.,She rarely gets sick and has good physical strength.
10322,그녀는 웬만해서 아프지 않고 체력도 좋은 편입니다.,  She usually doesn't get hurt and is in good shape.,We will cancel it if there is a request from the tour agency.
10335,여행사에서 요청이 온다면 우리는 취소해 줄 것이다.,  We will cancel it if there is a request from the tour company.,We received a smaller amount of invoices than we needed to pay.
10336,우리는 지급해야 하는 금액보다 적은 금액의 인보이스를 받았다.,  We got less payment of invoice than we needed for our payment.,We should consider the amount of food and nutrition.
10339,우리는 음식의 양과 영양에 대해 고려해야 한다.,  We should consider the amount and nutrition of food.,We already prepared to get the visa upon arrival.
10340,우리는 도착해서 비자를 받을 수 있도록 준비를 이미 했어요.,  We already prepared to get the visa right after arrival.,We are constantly updating useful widgets.
10341,우리는 계속해서 사용성 있는 위젯들을 업데이트 하고 있습니다.,  We are constantly updating useful widgets.,We constantly need to try becoming happy.
10349,우리는 행복해지기 위해 꾸준히 노력해야만 해요.,  We need to keep on trying to be happy.,"We kept talking, trying to find a common interest."
10350,우리는 계속해서 서로의 공통 관심사를 찾으려고 얘기했어요.,  We kept trying to find a common interest.,I ate my mom's dishes and took a good rest.
10353,어머니께서 해주신 맛있는 밥도 먹고 푹 쉬었어요.,  I ate my mom's dishes and got a good rest.,So I want you to notify me of 2 terms of school-fees that I need to pay.
10354,그러니 지불해야하는 스쿨피를 2텀까지 해서 알려주길 바란다.,  So I want you to notify 2 terms of school-fees.,The cake was for my teacher but we ate it all.
10360,선생님을 위해서 산 케이크였지만 우리가 다 먹었어.,  The cake was for my teacher but we ate it all.,It was a birthday that made me think I have to be good to my parents.
10363,부모님께 잘 해야겠다는 생각이 드는 생일이었어요.,  It was a birthday that made me think I have to do well with my parents.,"It means you have to get a health checkup this year, professor."
10364,교수님은 올해 건강검진을 받으셔야 한다는 내용입니다.,  It means you have to get a health checkup this year.,Buying a house for my parents is worth every penny.
10365,부모님을 위해서라면 집을 사드리는것은 아깝지 않다.,  Buying a house for my parents is doesn't seem like a waste.,And then match the pieces at the appropriate time.
10368,그 다음 정해진 시간에 맞게 손으로 피스를 맞춥니다.,  And then set the piece with the hand at the appropriate time.,"Come to think of it, I'm glad that I got to know you even though it's late."
10380,그런데 생각해 보니 늦게라도 널 알게 돼서 기쁘다.,"  Even though it is late, I come to think that it was a relief to get to know you.",Perhaps it might have fainted and become the tiger's prey.
10392,아마도 기절해서 호랑이의 먹잇감이 되지 않았을까 싶다.,  Perhaps I might faint and become the tiger's prey.,I used to call the repairman when the problem could not be solved.
10400,그래도 문제해결이 안될 시에는 수리기사를 부르곤 했었다.,  I called the repairman when the problem could not be solved.,We also checked but we are not sure what happened.
10406,우리도 확인해 보았는데 어떻게 된 일인지 모르겠다,  We also checked but we are not sure what happened.,It is easier to approach compared to America and Europe as the culture is more similar.
10407,문화도 비슷해 미국이나 유럽이 보다는 접근하기가 쉽다.,  It is easier to approach to Asia compared to America and Europe as the culture is more similar.,"It sells Hot Stone Pot Bibimbap, Green Onion Pancake, Rich Soybean Paste Stew set as well."
10408,"영양돌솥, 해물파전, 청국장 정식 등을 판매해요.","  Sell Deluxe Hot Stone Pot Bibimbap, Seafood, and Green Onion Pancake, Set Menu with Rich Soybean Paste Stew.",I had stir-fried spicy pork for my first meal after becoming healthy in a few weeks.
10413,몇 주 뒤 건강해지고 난 뒤 저는 바로 첫끼로 제육볶음을 먹었습니다.,  I had stir-fried spicy pork for my first meal after being healthy in a few weeks.,They said I could meet you through the guide. Do you understand?
10416,가이드를 통해서 당신을 만날 수 있다고 하는데 이해되죠?,  They said I could meet you throughout the guide. Do you understand?,It was a meaningful time to get a deeper understanding of the brand.
10418,브랜드에 대해서 더 깊이 이해하게되는 의미있는 시간이었습니다,  It was a meaningful time to get a deeper understanding of the brand.,We would like a lot of people to visit us and watch and feel happy together.
10437,많이들 방문해서 같이 감상하시고 행복했으면 좋겠습니다.,  We would like many people to visit us and watch and become happy together.,My oldest daughter will become a sophomore in high school and she likes books.
10443,큰 딸은 올해 고등학교 2학년이 되며 책을 좋아합니다.,  My oldest daughter will become a sophomore in high school and she likes books.,I want to thank you for spending time talking a lot about my daughter with me.
10445,내 딸에 대해 많은 이야기를 할 수 있어서 고마웠다.,  I was thankful for you to talk a lot about my daughter.,Sorry for the delayed reply. I was calling my friend.
10454,친구랑 전화해서 답장이 늦었습니다 죄송해요.,  Sorry for the late message. I was calling my friend.,Are you saying you want to collaborate and produce videos with us?
10456,우리랑 협업해서 영상물을 제작 하고 싶다는건가요?,  Are you saying you want to coop with us and produce graphics?,Squeeze a moderate amount and apply it on the entire face.
10459,적당량을 취해 얼굴 전체에 고르게 펴 발라줍니다.,  Squeeze a moderate amount and apply on entire face.,I was happy and my stress was relieved because I went outside after a long time.
10460,스트레스가 해소되었고 오랜만에 외출이라 행복했어요.,  I was happy and my stress was relieved because I was going out after a while.,What is the best way to relieve stress?
10469,스트레스를 해소하는 가장 좋은 방법은 어떻게 하는 것입니까?,  What is the best way to relieve stress?,You can catch a cold often if your immune system is weak.
10473,면역력이 약해져서 당신이 감기에 자주 걸린다.,  You can catch a cold often if your immune system is weak.,I can understand through my head but can't by heart.
10478,머리로는 이해가 가지만 마음으로는 이해가 가지 않습니다.,  I understand in my head but I can't in my mind.,Please call this number and ask to send a car here.
10491,여기로 전화해서 이곳으로 차를 보내 달라고 하세요.,  Please call this number and ask to send a car this way.,Add me as your friend so that I can send you pictures.
10511,친구로 추가해 주세요 그래야 사진을. 보낼 수 있습니다.,  Add me as your friend so that I can send you pictures.,It is to inform you about the quantity that additionally needs to be ordered.
10520,추가로 주문해야하는 수량을 알려드리기 위해서입니다.,  It is to inform you about the quantity that needs to be ordered additionally.,There weren't any problems regarding the online application when we checked the recordings.
10530,녹취록 확인해 본 바 접수 과정 원격 지원에 문제가 없었다.,  There were no problems when we checked the online application.,The charge for a room is not fixed so you can pay as much as you want.
10536,숙박료는 정해져 있지 않아서 내고 싶은 만큼 내면 된다.,  The charge for a room is not fixed so you can pay as much as you want.,I'm trying to find out if you understood it well and worked on it.
10539,올바르게 이해하고 작업했는지 체크해 보려고 합니다,  I'm trying to find out if you understood it well and worked on it.,"I wanted to buy perfume for her, but she refused."
10542,향수를 선물해 주고 싶은데 그녀가 싫다고 했어요.,"  I wanted to buy perfume for her, but she refused.",I wanted to go to the festival held in the sea because I love the sea.
10548,바다를 좋아해서 바다에서 하는 축제에 가 보고 싶었다.,  I wanted to go to the festival held by the sea because I love the sea.,How much do I have to guarantee to make you come and teach kids in Korea?
10549,얼마를 보증해 주면 한국에 와서 아이들을 가르킬 수 있겠는가?,  How much do I have to guarantee to you to make you come and teach kids in Korea?,I would appreciate if you understand that I sent you a modified version.
10550,오타를 수정해 다시 보냄을 양해해 주시면 감사하겠습니다.,  I would appreciate if you understand that I sent you a modification.,How should I take out a Soondae to go?
10551,순대를 포장해가려고 하는데 어떻게 포장하면 좋을까요?,  How can I take out Soondae to go?,Developers can search easily by managing documents.
10556,문서를 관리해 줌으로써 개발자들은 검색을 쉽게 할 수 있다.,  Developers can perform easy searchers by managing documents.,You'll become a criminal if you keep committing crimes.
10560,범죄를 누적해서 저지르게 되면 범죄자가 됩니다.,  You'll become a criminal if you keep committing crimes.,Let me know the phone number of each staff member including A.
10562,A씨를 포함해 각 직원의 사무실 전화번호를 알려주세요.,  Let me know the phone number of each staff member including A,She has to meet her lover to break the curse.
10570,그녀를 사랑해주는 사람을 만나야 저주가 풀린다고 했습니다.,  She has to meet her lover for the curse to be dispelled.,"I need to pay the rent, but I don't know the account number."
10575,월세를 지불해야 하는데 은행 계좌 번호를 모릅니다.,"  I need to pay the rent, but I don't know the account number",I'm looking for a place that I can go easily by bus.
10588,버스를 이용해 쉽게 갈 수 있는 곳을 찾고 있어요.,  I'm looking for the place that I can reach easily by bus.,I like kimchi so I like dishes made with kimchi.
10593,김치를 좋아해서 김치로 만든 음식은 다 좋아합니다.,  I like kimchi so I like food made with kimchi,I like soccer so I've participated in several soccer competitions in high school.
10600,축구를 좋아해서 고등학생때 대회도 몇번 나갔습니다.,  I like soccer so I've taken part in a soccer competition.,I like coffee so I took lessons to be a barista.
10601,커피를 좋아해서 바리스타가 되는 수업을 들었어요.,  I like coffee so I took lessons to be a barista.,I hope to have more than 3 babies because I like babies a lot.
10602,아기를 좋아해 결혼하면 셋 이상 꼭 낳고 싶어요.,  I hope to have more than 3 babies because I like babies a lot.,Where is another guide who will lead us?
10605,우리를 안내해 줄 다른 가이드는 지금 어디 있어요?,  Where is another guide who will lead us?,Please tell me how you will organize the class by using movies.
10610,영화를 이용해 수업을 어떻게 할지 계획을 알려주세요.,  Please tell me how you will organize the class by using movies.,Please check the error and suggest a solution.
10617,에러를 확인해 주시고 해법을 제공해 주시기 바랍니다.,  Please check the error and suggest a solution.,My dream was to become a singer because I listened to music all the time.
10620,노래를 계속해서 듣다 보니 가수가 되는 게 꿈이 되었다.,  My dream was to become a singer because I listened to music all the time.,"If you check, the cards have different numbers on them."
10626,카드를 확인해 보시면 각각 다른 번호가 적혀 있습니다.,  The cards have different numbers on them.,The address is 142 Sagyekjang-Gil Yanggam-Myeon Hwaseong-Si Gyeonggi-Do.
10628,주소를 말씀해 드리면 경기 화성시 양감면 사격장길 142입니다.,  The address is 142 Sagyekjang-Gil Yanggam-Myeon Hwaseong-Si Gyeonggi-Do.,They want to play a role that links the two companies together.
10629,귀사를 연결해주는 역할을 하고 싶다는 겁니다.,  They'll want to play a role that links the two companies together.,"My English isn't good, but I know you are a good person."
10630,영어를 잘 못하지만 당신이 멋진 사람인 건 알 수 있어.,  I do not speak good English but I know you are a good person.,I checked the PO and the order number 123 was brand A.
10631,"po를 확인해보니, 오더넘버123은 A브랜드입니다.",  I checked the PO and the order number 123 was brand A.,I could understand the topic by using the table.
10636,도표를 사용해서 주제에 대해 더 이해할 수 있었다.,  I could understand the topic by using the table.,"I am worried that I won't be able to understand due to my poor English, so please send an email."
10643,영어를 잘 못해서 잘못 이해할까 걱정되니 이메일로 보내 주세요.,  Email me as I am worried that my poor English will not understand completely what you said.,I am thankful for this chance where I can learn English intensively.
10648,영어를 집중해서 배울 수 있는 이 기회에 감사해요.,  I am thankful for this chance that I can intensively learn English.,Thanks for remembering and contacting us.
10652,우리를 기억해 주고 다시 연락을 준 것에 감사해요.,  Thanks for remembering and calling us.,I am worried about my vacation homework because of my poor English.
10654,영어를 못 해서 내가 한 방학 숙제가 걱정된다.,  I am worried about my vacation homework because of my poor English,My English is poor so I don't know what to say to you.
10655,영어를 잘 못해서 너한테 영어로 어떻게 표현할 줄 몰랐어.,  My English is poor so I don't know what to say to you.,The man who would guide us came with us.
10656,우리를 안내해 줄 그도 우리와 함께 동행했어요.,"  He, who would guide us, came together with us.",We mistakenly thought that they would tag along in consideration of us.
10663,우리를 생각해서 같이 가 주는 것으로 착각해요.,  We mistakenly thought they would go with us thinking of us.,It takes a lot of time to get issued C/O.
10664,코드를 변경해서 co를 발급받기 위해선 많은 시간이 걸립니다.,  It takes a lot of time to get issued C/O.,"Sadly, I cannot deliver my heart because of my poor English."
10665,영어를 잘 못해 마음을 전달할 수 없어 안타까워요.,"  Sadly, I cannot communicate with my heart because of my short English.","My English is poor, so if we meet again, I will speak in English."
10669,영어를 잘 못해서 다음에 다시 뵙게 되면 그땐 영어로 말할게요.,"  If you meet again, I will speak in English.",It will be helpful if you provide us a solution after checking the error.
10671,에러를 확인해 주시고 해법을 제공해 주시면 좋을 것 같습니다.,  It will be helpful if you provide us with a solution by checking the error.,Your signature is enough on behalf of the entire company.
10675,회사를 대표해서 너만 싸인하는 것으로 충분합니다.,  Your signature is enough on behalf of the company.,We use language to express our intentions or desires.
10676,언어를 사용해서 자신의 욕구나 의도를 표현해요.,  We use our language to express our intentions or desires.,"Through Pansori, the governors and the subordinates adjusted their opinions."
10680,판소리를 통해 지배층과 피 지배층은 서로의 의견을 조절했어요.,"  Through pansori, the governors and subjugated class arranged their opinions",I guess we mistakenly looked at it.
10687,아무리 생각해도 우리가 잘못 보고 온 거 같아.,  I guess we mistakenly looked at it.,Please help Harry so that he can improve a lot this year.
10688,해리가 올해에 많은 발전이 있게끔 당신이 도와 주세요.,  Please help Harry have a lot of improvements this year.,He probably studied Korean by watching a lot of K-Dramas.
10691,드라마를 통해서 한국어 공부를 많이 했을 것입니다.,  He probably studied Korean by watching a lot of K-Dramas.,"Lastly, I want to spend an exciting night at an ocean-view hotel."
10706,마지막으로 해변이 보이는 호텔에서 신나는 밤을 보내고 싶다.,"  Lastly, I want to spend an exciting night at the hotel river view.",There wasn't any problem with the website's payment system after checking.
10709,하지만 확인해본 결과 웹사이트의 결제시스템에는 문제가 없습니다.,"  After checking, there wasn't any problem with the website's payment system.",But he(she) got used to it and played without being embarrassed.
10718,하지만 익숙해져서 부끄럼 안 타고 재밌게 놀았다.,  But he(she) got used to it and played without being embarrassed.,But I was nervous and couldn't perform as I practiced.
10719,하지만 긴장해서 연습한 만큼 실력을 발휘하지 못했어요.,  But I was nervous and couldn't perform as I practiced.,"Promise me one thing, that you will never lie to me."
10721,하나만 약속해 줘. 절대 나에게 거짓말은 하지 마.,  Promise one thing that you will never lie to me.,Come and see a doctor if it keeps bleeding.
10724,하지만 계속해서 피가 많이 날 경우 응급실로 내원하세요.,  Come and see a doctor if it keeps bleeding.,Why did you think that I was that kind of person?
10725,그 말에 대해서 왜 나를 그런 사람으로 생각했어?,  Why did you think that I was that kind of person?,The cloud with a big hole made by the beanstalk poured heavy rain.
10733,콩나물에 의해 큰 구멍이 생긴 비구름은 엄청난 폭우를 쏟아냈다.,  The cloud with a big hole made by the beanstalk began to pour heavy rain.,I think I'll have to make inquiries about reservations to know the exact schedule.
10735,예약문의를 해봐야 정확한 스케줄을 알 수 있을 것 같은데요.,  I think I'll have to make inquiries on reservations to know the exact schedule.,A solution to one problem could lead to a solution to another problem.
10764,한 문제의 해결이 또 다른 문제의 해결로 이어질 수 있다.,  The solution to one problem can be connected to the solution of another problem.,I am putting in all the effort to solve this problem.
10768,이 문제의 해결을 위해 많은 노력을 다 하고 있습니다.,  I am doing much effort to solve this problem.,It will be difficult to proceed if this issue isn't taken care of.
10775,이 문제가 해결이 안되면 일의 진행이 어려울거 같습니다.,  It will be difficult to proceed if this issue isn't taken care of.,We can not send your items until this problem is solved.
10777,이 문제가 해결되기 전까지는 상품을 발송 할 수가 없습니다.,  We can not send your items until this problem is solved,"If that problem is solved, are you going to take all the listening classes that you missed?"
10781,그 문제가 해결이 된다면 못한 듣기 수업을 한꺼번에 할 것인가?,"  If that problem is solved, are you gonna take all the listening classes that you've missed?",South Korea suffers from typhoons at least once a year.
10782,대한민국은 해마다 한 개의 태풍이 피해를 준다.,  South Korea suffers from a tornado at least once a year.,"Due to a serious whirlwind, the large part of the edge was chopped off."
10783,돌개바람에 해나라 가장자리가 뭉텅뭉텅 떨어져 나갔어요.,"  Due to a serious whirlwind, the large part of the edge got chopped off.","After having several talks, you will realize that he smiles very often and is an active person."
10785,몇 번 얘기해 보시면 잘 웃고 활동적인 것을 알게 될 것입니다.,"  After a few talks together, you will realize that he smiles very often and is an active person","Please take off your shoes and if you need any help, call me."
10793,신발 벗고 이용해주시고 필요하신 게 있으시면 불러주세요.,"  Please take off your shoes and if you need some help, call me.",I have planned to go to the Philippines with my friends to see you.
10795,널 보기 위해 친구들과 필리핀 갈 계획을 세운 거다.,  I have plans to go to the Philippines with my friends to see you.,I think receiving short compliments when you do something good for the first time is different from your interests.
10805,처음부터 잘해서 듣는 짧은 칭찬과 흥미는 다르다고 생각해요.,  I think short complement that comes when you do something good from the first time is different from your interest.,You can check the certificate of each category by clicking each category title below.
10814,아래 부분의 해당 항목을 클릭하면 분야별 인증서를 확인할 수 있습니다.,  You can check the certificate of each category by clicking each category title below.,Do you know any good seafood restaurants around here?
10817,이 부근에 해산물 잘하는 음식점을 알고 계세요?,  Do you know any good seafood restaurants around here?,"Through the interview, I was naturally able to describe the history and the technology related to the product."
10820,인터뷰를 통해 자연스럽게 제품과 관련된 히스토리 및 기술력을 서술했다.,  Describing naturally the history and technology related to the product through the interview,"Thanks for the interview, and I hope the thief is arrested as soon as possible."
10823,"인터뷰에 응해주셔서 감사드리고, 도둑이 빨리 잡히기를 바랍니다.","  Thanks for the interview, and I hope the thief could be arrested as soon as possible.",A study on measures to improve regulations on business secret violations.
10825,영업비밀 침해에 대한 규제 개선 방안에 관한 연구,  A study on measures to Improve regulations on secret trade violations.,This charge is a clearance fee on imported goods.
10835,이 비용은 해외에서 들여온 물품들에 대한 통관세입니다.,  This charge is a clearance fee on imported goods,Is it possible for us to be introduced to another distributer through Heather?
10839,헤더사를 통해서도 유통업체를 소개받을 수 있을까요?,  Could we possibly be introduced to another distributer through Heather?,It's cheaper if you travel through the travel agency.
10842,여행사를 통해서 여행을 하게 되면 경비가 좀 싸다.,  It's cheaper if you travel through the travel agency,I don't have much to say since I still don't know much about life.
10843,"난 삶에 대해 아직 잘 모르기에, 너에게 해줄 말이 없다.",  I don't have much to say since I still don't know well about life,I think Haenyeo is a culture that is distinct to Korea.
10849,내 생각엔 해녀는 우리 나라만이 가지고 있는 문화다.,  Do you think that the Hae-one is culture is distinct to Korea?,I will send you the details through the estimate by email.
10856,견적서를 통해서 자세한 내용은 메일로 보내겠습니다.,  I will send you the details through the estimate sheet by mail.,I purchased it here so I could not purchase it anywhere else.
10861,여기서 구매해서 다른 곳에서도 구매를 못했어요.,  I purchased it here so I could not purchase it anywhere else.,I didn't receive any emails about the bills.
10867,청구서 관련해서 어떤 메일도 받은 적이 없습니다.,  I didn't receive an email about the bills.,I am wondering whether I should repair it and continue to use it or not.
10876,그래서 수리해서 계속 사용해야 하는지 고민 중입니다.,  I am wondering whether I should repair it and continue to use it or not.,Is there any transportation to Shanghai?
10886,여기서 상해로 가는 버스나 지하철이 있나요?,  Is there any transportation to Shanghai?,So it's very unlikely for me to fail a task by overdoing it.
10895,그래서 무리해서 일을 진행하여 실패하는 경우가 거의 없습니다.,  So there is a very low possibility for me to fail on task by an unreasonable attempt.,So it's a bit hard to heat up the packed foods.
10898,그래서 포장해 간 음식을 데우기가 좀 어려운데요?,  So it's a bit hard to heaten the packed foods?,So what I came up with was the shadow of all the objects.
10903,그래서 생각해 낸 것이 모든 사물의 그림자입니다.,  So what I thought of was the shadow of every object.,I need to get a tonsil surgery but it's frightening and expensive.
10904,편도선 수술해야 되는데 무섭기도 하고 돈도 많이 들어.,  I need tonsil surgery but it's scary and expensive.,I use products that have a UV protection function for activities.
10906,활동성을 위해 자외선 차단 효과가 있는 제품을 사용해 줍니다.,  I am using products that are UV protection effect for activity.,"It's durable, so it looks like a new one every time it comes out from the washing machine."
10914,내구성이 강해 식기세척기에 사용해도 늘 새것같아.,"  It's durable, so it looks like a new one every time it comes out from the washing machine.",You go shopping very often although you look cool and pretty without doing so.
10915,너 쇼핑 안해도 멋지고 예쁜데 자주 쇼핑하는구나.,"  You look cool and pretty even without shopping, but you go shopping very often",I want to make a lot of friends throughout the internship.
10917,인턴쉽을 통해 많은 외국 친구를 만들고 싶습니다.,  I want to make a lot of friends throughout the internship.,Please excuse me if it is not something you must apply for.
10919,반드시 지원해야 하는 것이 아니라면 양해 부탁합니다.,  Please excuse me if it is not something you must apply for.,Classic is hard to understand but good to listen to.
10923,클래식은 이해하기는 어렵지만 듣는 것은 좋은 것 같아.,  Classic is good to listen to but it is hard to understand.,It is hard to only have a favorable view of the case that Juhwan said.
10928,주환씨가 말해주신 사례를 마냥 좋게만 보기는 어렵다.,  It is hard to just have a favorable view of the case that Juhwan said.,This fashion expresses a cool-girl vibe that looks as if it didn't put in much effort.
10944,신경 안 쓴듯 해보이지만 차도녀 분위기 폴폴 풍기는 패션이다.,  This fashion expresses some cool girl's vibe despite indifference.,Thank you for your prayers and attention.
10945,그동안 기도해 주시고 관심 가져 주셔서 감사드립니다.,  Thank you for your prayers and attention.,I would be happy if at least one person can get information through this application.
10951,이 앱을 통해 한 명이라도 정보를 얻을 수 있었으면 좋겠습니다.,  I would be happy if at least one person can get information through this application,I can help you if you need any help with Korean.
10963,한국어에 대해서 도와드릴 것이 있다면 도와 드릴게요.,  I will help you if you need help with Korean.,How does information acquired from the media help us?
10966,미디어를 통해 얻은 정보는 어떻게 우리에게 도움을 주는가?,  How does the information from the media help us?,Let me know if you have any questions about Korean.
10970,한국어에 대해 궁금한 것이 있다면 언제든 물어 보세요.,  Let me know if you have any questions about Korean.,Political views from the media could distort public opinion.
10978,미디어를 통해 접하는 대중의 정치적 의견은 왜곡될수있다.,  The political views that the public has been distorted through media.,The headquarter will organize a professional team and operate the business.
10979,본 사업을 위해 본사에서 전담인력을 구성하고 운영해요.,  The headquarter will organize a professional team and operate it for the business.,"If you forgive me this time, I will kiss you next time."
10982,이번에 용서해 주면 다음에 만나서 뽀뽀해 줄게.,  I will kiss you next time if you forgive me this time.,"If you forgive me this time, I will kiss you next time."
10986,나중에 유명해 지면 당신 공연을 꼭 가 보고 싶습니다.,  I want to see your concert in the future when I become famous.,I want to see your concert in the future when I become famous.
10990,당신에게 피해를 가하지 않도록 내가 당신을 보호할 것입니다.,  I will protect you so you won't be damaged.,I will protect you so that I won't cause any harm to you.
11000,미국에 취업해서 일한다는 것은 쉬운일이 아닙니다.,  Getting a job and working in America is not an easy thing.,Getting a job and working in America isn't easy.
11012,학점에서 이해 되지않는 부분이 있어 메시지를 보냅니다!,  I send this message because I do not understand my grade.,I am sending this message because I can't understand my grade.
11019,부산에 도착해서 우리 가족은 바닷가에 먼저 갔다.,"  Arriving at Busan, our family went to the beach first.","After arriving at Busan, my family went to the beach first."
11021,시청에 도착해서 나와 다른 사람들도 약국으로 향했어요.,"  Arriving at the City Hall, me and other people headed to the pharmacy","Arriving at the City Hall, me and other people headed to the pharmacy."
11037,그것에 부응하기 위해 사람들은 능력을 기를 수 밖에 없다.,  People have to develop their abilities to fulfill them.,People have to develop their abilities to fulfill their expectations.
11045,3월에 입학해 한 학기 동안 정신없이 학교생활을 했어요.,  I've been hectic at school since my entrance in March.,I've been hectic since I entered school in March.
